"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"13.08.2021","1.666,44","1.662,83","1.670,60","1.660,41","","0,05%"
"12.08.2021","1.665,56","1.661,65","1.670,41","1.659,57","","0,57%"
"11.08.2021","1.656,20","1.651,30","1.659,87","1.638,97","","0,59%"
"10.08.2021","1.646,47","1.647,57","1.653,89","1.640,21","","0,33%"
"09.08.2021","1.641,07","1.625,53","1.647,88","1.623,35","","0,50%"
"06.08.2021","1.632,87","1.655,13","1.655,52","1.629,81","","-1,24%"
"05.08.2021","1.653,31","1.636,30","1.653,84","1.635,07","","0,79%"
"04.08.2021","1.640,30","1.648,20","1.651,97","1.636,97","","0,16%"
"03.08.2021","1.637,70","1.632,84","1.641,88","1.624,14","","0,11%"
"02.08.2021","1.635,90","1.632,24","1.644,27","1.630,27","","0,62%"
"30.07.2021","1.625,76","1.626,66","1.636,17","1.620,15","","-0,83%"
"29.07.2021","1.639,35","1.630,24","1.639,35","1.628,76","","1,42%"
"28.07.2021","1.616,34","1.601,49","1.616,34","1.599,17","","1,36%"
"27.07.2021","1.594,64","1.603,27","1.607,61","1.593,43","","-0,49%"
"26.07.2021","1.602,53","1.584,31","1.605,14","1.574,63","","0,42%"
"23.07.2021","1.595,86","1.607,53","1.609,15","1.592,90","","-0,24%"
"22.07.2021","1.599,74","1.597,81","1.605,78","1.592,45","","0,86%"
"21.07.2021","1.586,12","1.573,65","1.587,20","1.564,29","","1,20%"
"20.07.2021","1.567,28","1.565,35","1.573,31","1.551,73","","0,51%"
"19.07.2021","1.559,40","1.587,95","1.587,95","1.552,48","","-2,73%"
"16.07.2021","1.603,10","1.610,16","1.620,50","1.593,29","","-0,56%"
"15.07.2021","1.612,08","1.624,02","1.629,49","1.608,89","","-0,84%"
"14.07.2021","1.625,77","1.635,15","1.642,74","1.624,76","","-1,40%"
"13.07.2021","1.648,84","1.650,95","1.653,21","1.631,73","","0,53%"
"12.07.2021","1.640,22","1.634,62","1.643,94","1.622,69","","0,32%"
"09.07.2021","1.635,04","1.631,37","1.644,08","1.628,07","","0,45%"
"08.07.2021","1.627,64","1.628,91","1.629,46","1.608,27","","-0,84%"
"07.07.2021","1.641,42","1.648,92","1.661,88","1.633,20","","-0,22%"
"06.07.2021","1.644,99","1.676,35","1.682,69","1.643,67","","-1,18%"
"05.07.2021","1.664,55","1.665,44","1.667,54","1.658,50","","0,29%"
"02.07.2021","1.659,72","1.650,94","1.666,10","1.644,06","","0,19%"
"01.07.2021","1.656,61","1.656,70","1.676,18","1.654,68","","0,17%"
"30.06.2021","1.653,78","1.646,58","1.662,32","1.632,33","","0,84%"
"29.06.2021","1.640,08","1.663,68","1.665,66","1.638,35","","-1,78%"
"28.06.2021","1.669,75","1.673,18","1.681,18","1.667,10","","-0,14%"
"25.06.2021","1.672,08","1.668,40","1.672,67","1.660,54","","0,43%"
"24.06.2021","1.664,94","1.666,52","1.673,59","1.656,41","","-0,08%"
"23.06.2021","1.666,21","1.661,13","1.671,72","1.655,29","","1,25%"
"22.06.2021","1.645,59","1.650,49","1.652,42","1.638,95","","0,19%"
"21.06.2021","1.642,39","1.637,74","1.646,30","1.627,28","","-0,26%"
"18.06.2021","1.646,72","1.657,59","1.661,68","1.644,12","","-1,06%"
"17.06.2021","1.664,38","1.651,90","1.674,03","1.649,57","","-0,87%"
"16.06.2021","1.679,02","1.669,37","1.681,13","1.664,65","","0,82%"
"15.06.2021","1.665,31","1.691,65","1.695,46","1.663,82","","-1,31%"
"14.06.2021","1.687,37","1.679,91","1.688,11","1.673,62","","0,52%"
"11.06.2021","1.678,57","1.686,05","1.692,47","1.676,86","","0,07%"
"10.06.2021","1.677,36","1.673,27","1.686,58","1.666,56","","0,16%"
"09.06.2021","1.674,75","1.668,10","1.678,95","1.660,91","","1,10%"
"08.06.2021","1.656,46","1.651,13","1.660,72","1.645,30","","0,21%"
"07.06.2021","1.652,99","1.644,74","1.655,16","1.637,06","","0,36%"
"04.06.2021","1.647,06","1.636,67","1.649,03","1.619,27","","0,64%"
"03.06.2021","1.636,51","1.650,35","1.652,10","1.625,55","","-0,44%"
"02.06.2021","1.643,66","1.613,99","1.643,66","1.611,46","","1,82%"
"01.06.2021","1.614,21","1.609,56","1.622,82","1.609,56","","1,04%"
"31.05.2021","1.597,54","1.596,14","1.604,16","1.594,99","","-0,39%"
"28.05.2021","1.603,79","1.605,78","1.607,50","1.593,69","","0,01%"
"27.05.2021","1.603,67","1.588,99","1.604,16","1.583,07","","0,82%"
"26.05.2021","1.590,58","1.585,98","1.592,95","1.581,51","","0,63%"
"25.05.2021","1.580,69","1.581,61","1.584,61","1.574,87","","0,62%"
"24.05.2021","1.570,90","1.570,13","1.573,83","1.558,74","","0,09%"
"21.05.2021","1.569,55","1.557,24","1.574,38","1.549,37","","0,69%"
"20.05.2021","1.558,72","1.558,53","1.562,71","1.541,08","","0,37%"
"19.05.2021","1.552,91","1.580,97","1.580,97","1.545,67","","-1,36%"
"18.05.2021","1.574,32","1.568,37","1.581,64","1.568,02","","1,48%"
"17.05.2021","1.551,36","1.554,03","1.562,17","1.539,40","","0,16%"
"14.05.2021","1.548,93","1.557,45","1.559,34","1.546,47","","0,13%"
"13.05.2021","1.546,93","1.538,96","1.555,65","1.522,88","","-0,07%"
"12.05.2021","1.548,02","1.555,92","1.564,72","1.542,63","","-0,30%"
"11.05.2021","1.552,63","1.547,93","1.558,62","1.538,70","","-1,16%"
"10.05.2021","1.570,78","1.577,52","1.583,48","1.565,08","","-0,43%"
"07.05.2021","1.577,51","1.561,46","1.577,51","1.557,08","","1,73%"
"06.05.2021","1.550,64","1.533,18","1.552,78","1.532,37","","0,97%"
"05.05.2021","1.535,67","1.515,33","1.535,92","1.514,06","","2,20%"
"04.05.2021","1.502,58","1.489,85","1.511,30","1.489,20","","1,18%"
"30.04.2021","1.485,03","1.509,70","1.512,29","1.483,30","","-1,70%"
"29.04.2021","1.510,72","1.526,91","1.530,97","1.504,57","","0,11%"
"28.04.2021","1.509,06","1.517,74","1.519,37","1.502,01","","-0,46%"
"27.04.2021","1.516,01","1.517,40","1.525,61","1.507,32","","-0,22%"
"26.04.2021","1.519,33","1.515,84","1.524,50","1.510,05","","0,49%"
"23.04.2021","1.511,85","1.509,02","1.516,65","1.499,32","","0,67%"
"22.04.2021","1.501,77","1.473,25","1.502,76","1.466,16","","2,57%"
"21.04.2021","1.464,17","1.458,92","1.471,16","1.451,86","","0,60%"
"20.04.2021","1.455,43","1.482,48","1.490,63","1.450,56","","-1,43%"
"19.04.2021","1.476,58","1.488,08","1.493,02","1.471,95","","-1,37%"
"16.04.2021","1.497,05","1.484,25","1.497,05","1.483,71","","1,51%"
"15.04.2021","1.474,85","1.437,95","1.474,85","1.435,54","","-1,02%"
"14.04.2021","1.490,00","1.488,52","1.490,00","1.475,00","","2,16%"
"13.04.2021","1.458,51","1.438,56","1.459,44","1.432,36","","1,82%"
"12.04.2021","1.432,48","1.412,29","1.444,85","1.409,51","","1,04%"
"09.04.2021","1.417,77","1.434,27","1.434,71","1.417,05","","-1,57%"
"08.04.2021","1.440,43","1.439,51","1.446,38","1.427,86","","0,76%"
"07.04.2021","1.429,51","1.414,27","1.436,87","1.406,33","","0,19%"
"06.04.2021","1.426,86","1.459,13","1.461,17","1.423,30","","-2,08%"
"05.04.2021","1.457,13","1.465,04","1.465,04","1.446,29","","-0,65%"
"02.04.2021","1.466,71","1.472,31","1.472,75","1.462,98","","0,64%"
"01.04.2021","1.457,37","1.479,37","1.487,27","1.454,07","","-1,34%"
"31.03.2021","1.477,11","1.465,46","1.481,04","1.462,64","","1,15%"
"30.03.2021","1.460,32","1.473,27","1.478,36","1.451,97","","-0,53%"
"29.03.2021","1.468,14","1.453,11","1.468,14","1.453,11","","1,26%"
"26.03.2021","1.449,85","1.443,85","1.456,70","1.440,01","","2,31%"
"25.03.2021","1.417,16","1.434,34","1.440,29","1.413,15","","-1,39%"
"24.03.2021","1.437,18","1.426,50","1.443,93","1.423,25","","0,11%"
"23.03.2021","1.435,67","1.459,51","1.459,51","1.425,27","","-2,18%"
"22.03.2021","1.467,62","1.473,49","1.479,85","1.461,46","","-0,44%"
"19.03.2021","1.474,05","1.471,70","1.491,33","1.461,25","","-0,99%"
"18.03.2021","1.488,72","1.513,39","1.522,42","1.485,00","","-0,33%"
"17.03.2021","1.493,66","1.543,06","1.547,81","1.490,71","","-3,81%"
"16.03.2021","1.552,81","1.555,69","1.555,74","1.531,49","","0,57%"
"15.03.2021","1.543,99","1.529,62","1.550,49","1.528,29","","1,61%"
"12.03.2021","1.519,50","1.504,84","1.519,69","1.500,50","","0,95%"
"11.03.2021","1.505,22","1.489,11","1.505,22","1.483,58","","1,73%"
"10.03.2021","1.479,57","1.479,41","1.498,32","1.472,73","","-0,15%"
"09.03.2021","1.481,85","1.450,71","1.489,68","1.448,64","","2,38%"
"05.03.2021","1.447,46","1.432,87","1.458,05","1.423,89","","-0,50%"
"04.03.2021","1.454,67","1.451,65","1.462,83","1.435,17","","0,07%"
"03.03.2021","1.453,61","1.465,95","1.477,98","1.450,65","","0,08%"
"02.03.2021","1.452,48","1.428,08","1.458,50","1.424,98","","0,66%"
"01.03.2021","1.443,02","1.422,57","1.445,17","1.419,57","","2,20%"
"26.02.2021","1.411,93","1.414,05","1.435,66","1.401,78","","-2,65%"
"25.02.2021","1.450,39","1.461,85","1.471,06","1.443,21","","0,31%"
"24.02.2021","1.445,91","1.452,36","1.468,28","1.445,10","","-0,65%"
"22.02.2021","1.455,33","1.466,66","1.470,35","1.434,84","","-0,72%"
"20.02.2021","1.465,82","1.468,48","1.469,59","1.462,92","","-0,44%"
"19.02.2021","1.472,33","1.448,60","1.474,20","1.440,40","","1,77%"
"18.02.2021","1.446,70","1.475,00","1.478,99","1.443,69","","-1,07%"
"17.02.2021","1.462,35","1.493,48","1.499,14","1.457,39","","-2,16%"
"16.02.2021","1.494,58","1.504,63","1.508,95","1.483,10","","-0,12%"
"15.02.2021","1.496,40","1.479,53","1.498,10","1.479,53","","2,35%"
"12.02.2021","1.461,99","1.456,27","1.461,99","1.420,36","","0,05%"
"11.02.2021","1.461,33","1.450,83","1.462,01","1.447,97","","0,90%"
"10.02.2021","1.448,31","1.465,79","1.471,89","1.447,88","","-0,66%"
"09.02.2021","1.457,87","1.467,41","1.474,79","1.456,26","","-0,30%"
"08.02.2021","1.462,22","1.440,22","1.462,80","1.440,22","","2,13%"
"05.02.2021","1.431,76","1.417,26","1.431,76","1.417,26","","2,07%"
"04.02.2021","1.402,71","1.392,23","1.413,31","1.389,97","","1,13%"
"03.02.2021","1.387,00","1.385,32","1.398,94","1.377,16","","-0,86%"
"02.02.2021","1.398,99","1.375,46","1.406,62","1.375,46","","2,57%"
"01.02.2021","1.363,96","1.367,53","1.378,97","1.362,64","","-0,27%"
"29.01.2021","1.367,64","1.383,16","1.383,16","1.361,73","","-1,23%"
"28.01.2021","1.384,64","1.378,58","1.391,02","1.365,13","","-0,60%"
"27.01.2021","1.393,02","1.425,59","1.431,21","1.382,21","","-2,10%"
"26.01.2021","1.422,95","1.415,26","1.425,81","1.403,34","","0,77%"
"25.01.2021","1.412,02","1.422,30","1.444,44","1.409,47","","-0,44%"
"22.01.2021","1.418,29","1.452,51","1.452,51","1.413,12","","-3,11%"
"21.01.2021","1.463,84","1.491,79","1.500,03","1.452,80","","-1,55%"
"20.01.2021","1.486,90","1.476,75","1.494,97","1.475,65","","1,11%"
"19.01.2021","1.470,63","1.480,80","1.492,72","1.466,66","","-0,29%"
"18.01.2021","1.474,86","1.472,00","1.477,68","1.456,73","","0,04%"
"15.01.2021","1.474,28","1.499,87","1.507,06","1.470,92","","-1,75%"
"14.01.2021","1.500,58","1.478,41","1.505,57","1.466,25","","0,93%"
"13.01.2021","1.486,77","1.494,18","1.503,21","1.473,29","","0,12%"
"12.01.2021","1.484,96","1.474,34","1.496,04","1.467,96","","1,25%"
"11.01.2021","1.466,56","1.467,85","1.488,56","1.450,55","","0,00%"
"08.01.2021","1.466,50","1.444,76","1.481,84","1.444,76","","2,07%"
"06.01.2021","1.436,71","1.435,51","1.446,21","1.424,87","","0,74%"
"05.01.2021","1.426,11","1.410,89","1.428,70","1.386,56","","0,09%"
"04.01.2021","1.424,84","1.399,64","1.439,61","1.398,82","","2,69%"
"30.12.2020","1.387,46","1.393,96","1.403,88","1.382,88","","-0,79%"
"29.12.2020","1.398,48","1.396,52","1.405,90","1.395,08","","0,52%"
"28.12.2020","1.391,31","1.379,64","1.396,97","1.379,64","","0,94%"
"25.12.2020","1.378,36","1.379,84","1.384,06","1.376,62","","0,00%"
"24.12.2020","1.378,33","1.365,31","1.378,33","1.358,22","","0,85%"
"23.12.2020","1.366,76","1.338,20","1.367,27","1.335,76","","1,13%"
"22.12.2020","1.351,43","1.339,03","1.359,91","1.327,89","","1,16%"
"21.12.2020","1.335,93","1.394,52","1.394,52","1.326,65","","-4,75%"
"18.12.2020","1.402,50","1.418,81","1.419,41","1.386,34","","-1,18%"
"17.12.2020","1.419,22","1.407,69","1.434,65","1.407,69","","1,37%"
"16.12.2020","1.400,05","1.399,42","1.407,86","1.388,15","","0,69%"
"15.12.2020","1.390,46","1.387,15","1.409,26","1.382,95","","-0,55%"
"14.12.2020","1.398,12","1.421,88","1.432,73","1.397,49","","-1,04%"
"11.12.2020","1.412,88","1.404,78","1.413,56","1.395,77","","0,58%"
"10.12.2020","1.404,68","1.362,07","1.404,68","1.360,06","","2,35%"
"09.12.2020","1.372,47","1.364,46","1.382,75","1.364,46","","0,57%"
"08.12.2020","1.364,66","1.362,32","1.375,75","1.354,75","","-0,31%"
"07.12.2020","1.368,86","1.352,22","1.368,86","1.341,40","","0,85%"
"04.12.2020","1.357,39","1.342,06","1.358,63","1.342,06","","1,34%"
"03.12.2020","1.339,41","1.336,84","1.339,41","1.321,42","","0,30%"
"02.12.2020","1.335,44","1.308,61","1.335,44","1.305,87","","1,86%"
"01.12.2020","1.311,05","1.283,56","1.312,69","1.283,56","","2,27%"
"30.11.2020","1.281,97","1.300,14","1.300,14","1.281,00","","-1,57%"
"27.11.2020","1.302,43","1.303,47","1.306,01","1.291,17","","-0,36%"
"26.11.2020","1.307,14","1.310,04","1.316,57","1.298,60","","0,41%"
"25.11.2020","1.301,83","1.298,86","1.309,54","1.287,36","","1,14%"
"24.11.2020","1.287,12","1.270,34","1.288,71","1.265,88","","2,41%"
"23.11.2020","1.256,81","1.267,92","1.287,36","1.255,80","","-0,47%"
"20.11.2020","1.262,69","1.263,65","1.269,02","1.256,21","","0,30%"
"19.11.2020","1.258,91","1.270,45","1.270,45","1.251,53","","-1,40%"
"18.11.2020","1.276,75","1.258,77","1.282,07","1.253,23","","1,45%"
"17.11.2020","1.258,46","1.274,26","1.276,81","1.246,71","","-0,80%"
"16.11.2020","1.268,61","1.243,10","1.268,61","1.243,10","","3,33%"
"13.11.2020","1.227,78","1.224,72","1.233,84","1.218,52","","-0,86%"
"12.11.2020","1.238,45","1.224,64","1.239,78","1.219,15","","0,38%"
"11.11.2020","1.233,81","1.236,14","1.254,16","1.231,47","","0,08%"
"10.11.2020","1.232,87","1.224,45","1.240,78","1.212,61","","-0,28%"
"09.11.2020","1.236,30","1.187,84","1.242,24","1.187,32","","4,92%"
"06.11.2020","1.178,28","1.163,85","1.178,28","1.151,74","","0,64%"
"05.11.2020","1.170,74","1.121,24","1.172,14","1.121,24","","5,65%"
"03.11.2020","1.108,15","1.077,20","1.109,71","1.077,20","","3,63%"
"02.11.2020","1.069,33","1.062,09","1.075,12","1.039,51","","0,26%"
"30.10.2020","1.066,60","1.078,02","1.078,37","1.056,02","","-1,15%"
"29.10.2020","1.078,96","1.075,40","1.091,43","1.062,70","","0,06%"
"28.10.2020","1.078,29","1.124,23","1.124,23","1.070,68","","-4,69%"
"27.10.2020","1.131,36","1.146,56","1.151,66","1.126,60","","-1,82%"
"26.10.2020","1.152,33","1.163,89","1.165,58","1.151,45","","-1,01%"
"23.10.2020","1.164,06","1.154,25","1.166,51","1.149,13","","0,76%"
"22.10.2020","1.155,24","1.143,17","1.155,39","1.137,14","","1,03%"
"21.10.2020","1.143,42","1.145,30","1.151,94","1.136,76","","0,24%"
"20.10.2020","1.140,69","1.130,26","1.143,82","1.123,08","","0,49%"
"19.10.2020","1.135,12","1.131,43","1.137,07","1.128,80","","0,20%"
"16.10.2020","1.132,80","1.137,25","1.138,87","1.121,29","","0,05%"
"15.10.2020","1.132,29","1.156,18","1.156,44","1.128,06","","-2,41%"
"14.10.2020","1.160,30","1.157,02","1.164,67","1.151,51","","0,36%"
"13.10.2020","1.156,11","1.162,18","1.169,80","1.151,18","","-0,58%"
"12.10.2020","1.162,91","1.163,09","1.169,93","1.155,85","","-0,12%"
"09.10.2020","1.164,34","1.157,38","1.165,69","1.147,95","","0,48%"
"08.10.2020","1.158,82","1.150,83","1.158,82","1.148,00","","1,30%"
"07.10.2020","1.143,95","1.157,93","1.164,69","1.140,53","","-2,11%"
"06.10.2020","1.168,56","1.163,75","1.176,58","1.157,41","","0,92%"
"05.10.2020","1.157,86","1.152,56","1.160,54","1.144,04","","0,85%"
"02.10.2020","1.148,07","1.157,17","1.157,17","1.134,01","","-2,25%"
"01.10.2020","1.174,49","1.181,29","1.191,19","1.170,72","","-0,34%"
"30.09.2020","1.178,51","1.158,75","1.182,96","1.152,94","","1,98%"
"29.09.2020","1.155,67","1.169,84","1.172,76","1.138,95","","-0,96%"
"28.09.2020","1.166,86","1.171,87","1.178,65","1.163,08","","0,19%"
"25.09.2020","1.164,68","1.189,40","1.193,58","1.160,28","","-2,04%"
"24.09.2020","1.188,98","1.187,48","1.192,67","1.172,94","","-0,57%"
"23.09.2020","1.195,77","1.214,29","1.225,06","1.195,77","","0,23%"
"22.09.2020","1.193,06","1.189,37","1.209,03","1.182,04","","1,00%"
"21.09.2020","1.181,24","1.225,32","1.225,99","1.176,63","","-3,86%"
"18.09.2020","1.228,64","1.246,67","1.250,13","1.226,48","","-1,18%"
"17.09.2020","1.243,29","1.238,42","1.246,02","1.232,82","","-0,68%"
"16.09.2020","1.251,86","1.252,38","1.257,92","1.243,60","","-0,15%"
"15.09.2020","1.253,68","1.229,16","1.253,68","1.227,94","","2,05%"
"14.09.2020","1.228,48","1.224,14","1.239,42","1.218,41","","0,44%"
"11.09.2020","1.223,05","1.210,12","1.225,59","1.207,27","","0,53%"
"10.09.2020","1.216,59","1.207,98","1.220,27","1.191,89","","1,27%"
"09.09.2020","1.201,34","1.189,69","1.206,04","1.187,98","","1,00%"
"08.09.2020","1.189,47","1.221,35","1.225,16","1.183,78","","-2,38%"
"07.09.2020","1.218,52","1.223,75","1.230,02","1.210,21","","-0,12%"
"04.09.2020","1.220,01","1.222,21","1.236,65","1.214,72","","-0,26%"
"03.09.2020","1.223,21","1.234,42","1.241,28","1.216,93","","-0,94%"
"02.09.2020","1.234,82","1.280,08","1.283,69","1.229,50","","-3,11%"
"01.09.2020","1.274,50","1.265,70","1.282,24","1.264,85","","1,26%"
"31.08.2020","1.258,60","1.274,05","1.286,07","1.255,34","","-0,55%"
"28.08.2020","1.265,62","1.267,38","1.271,32","1.254,83","","0,06%"
"27.08.2020","1.264,86","1.274,80","1.279,20","1.258,69","","-0,66%"
"26.08.2020","1.273,24","1.271,77","1.273,24","1.256,72","","0,48%"
"25.08.2020","1.267,16","1.284,12","1.289,33","1.265,85","","-1,12%"
"24.08.2020","1.281,52","1.265,93","1.288,15","1.265,93","","1,55%"
"21.08.2020","1.262,01","1.286,60","1.291,23","1.252,91","","-0,85%"
"20.08.2020","1.272,81","1.308,75","1.308,75","1.272,81","","-3,31%"
"19.08.2020","1.316,32","1.312,48","1.322,48","1.308,09","","0,37%"
"18.08.2020","1.311,52","1.306,53","1.322,99","1.303,30","","0,21%"
"17.08.2020","1.308,71","1.327,78","1.336,58","1.301,03","","-1,14%"
"14.08.2020","1.323,80","1.328,20","1.328,20","1.306,00","","-0,18%"
"13.08.2020","1.326,13","1.306,74","1.326,13","1.304,59","","1,45%"
"12.08.2020","1.307,12","1.288,04","1.307,12","1.283,60","","0,86%"
"11.08.2020","1.296,01","1.268,93","1.301,19","1.268,93","","2,21%"
"10.08.2020","1.267,96","1.271,97","1.280,41","1.267,96","","-0,27%"
"07.08.2020","1.271,43","1.286,37","1.286,37","1.266,85","","-0,86%"
"06.08.2020","1.282,44","1.296,20","1.299,76","1.278,22","","-0,99%"
"05.08.2020","1.295,27","1.265,72","1.297,97","1.265,14","","2,79%"
"04.08.2020","1.260,16","1.264,53","1.269,81","1.246,82","","0,22%"
"03.08.2020","1.257,42","1.235,20","1.260,47","1.234,97","","1,86%"
"31.07.2020","1.234,44","1.250,02","1.251,57","1.232,99","","0,17%"
"30.07.2020","1.232,35","1.265,60","1.266,81","1.226,86","","-2,66%"
"29.07.2020","1.266,01","1.255,89","1.270,42","1.254,15","","0,66%"
"28.07.2020","1.257,69","1.272,73","1.277,82","1.249,72","","-0,67%"
"27.07.2020","1.266,16","1.260,32","1.276,49","1.260,32","","0,81%"
"24.07.2020","1.255,98","1.249,86","1.258,36","1.243,54","","-0,45%"
"23.07.2020","1.261,62","1.262,61","1.274,56","1.254,06","","0,52%"
"22.07.2020","1.255,10","1.257,73","1.266,16","1.250,31","","-0,37%"
"21.07.2020","1.259,72","1.242,99","1.266,48","1.242,99","","1,93%"
"20.07.2020","1.235,85","1.214,76","1.235,85","1.205,79","","1,62%"
"17.07.2020","1.216,17","1.213,16","1.218,32","1.209,24","","-0,31%"
"16.07.2020","1.219,93","1.216,67","1.222,16","1.208,29","","0,05%"
"15.07.2020","1.219,26","1.212,88","1.228,41","1.210,14","","0,20%"
"14.07.2020","1.216,79","1.221,19","1.221,24","1.197,20","","-1,43%"
"13.07.2020","1.234,50","1.249,86","1.257,73","1.232,99","","-0,90%"
"10.07.2020","1.245,65","1.229,46","1.245,65","1.221,96","","0,91%"
"09.07.2020","1.234,42","1.242,94","1.252,25","1.230,07","","-0,89%"
"08.07.2020","1.245,54","1.240,60","1.250,44","1.238,71","","-0,18%"
"07.07.2020","1.247,83","1.240,89","1.251,90","1.229,91","","0,06%"
"06.07.2020","1.247,14","1.246,84","1.266,28","1.241,71","","0,97%"
"03.07.2020","1.235,18","1.245,05","1.252,64","1.229,44","","-1,05%"
"02.07.2020","1.248,28","1.222,73","1.250,57","1.220,84","","2,94%"
"30.06.2020","1.212,63","1.246,93","1.250,32","1.212,63","","-2,19%"
"29.06.2020","1.239,81","1.241,00","1.249,45","1.230,11","","-0,56%"
"26.06.2020","1.246,74","1.268,89","1.270,36","1.236,91","","-0,83%"
"25.06.2020","1.257,18","1.258,02","1.262,33","1.242,32","","-1,87%"
"23.06.2020","1.281,18","1.264,34","1.282,95","1.263,77","","1,94%"
"22.06.2020","1.256,77","1.249,47","1.258,50","1.235,16","","0,57%"
"19.06.2020","1.249,67","1.234,88","1.259,86","1.234,88","","1,54%"
"18.06.2020","1.230,71","1.235,27","1.242,95","1.221,20","","-0,58%"
"17.06.2020","1.237,93","1.247,75","1.257,91","1.233,65","","-0,39%"
"16.06.2020","1.242,72","1.243,48","1.264,12","1.236,12","","1,73%"
"15.06.2020","1.221,60","1.214,13","1.223,09","1.196,47","","-1,33%"
"11.06.2020","1.238,11","1.267,99","1.267,99","1.237,02","","-3,09%"
"10.06.2020","1.277,58","1.284,27","1.288,07","1.266,02","","-0,52%"
"09.06.2020","1.284,31","1.295,42","1.299,59","1.263,75","","-0,34%"
"08.06.2020","1.288,71","1.287,32","1.306,27","1.278,75","","0,23%"
"05.06.2020","1.285,78","1.266,42","1.291,00","1.265,26","","2,26%"
"04.06.2020","1.257,31","1.295,23","1.296,34","1.252,14","","-3,42%"
"03.06.2020","1.301,88","1.290,27","1.301,88","1.277,15","","1,88%"
"02.06.2020","1.277,85","1.258,10","1.283,85","1.255,75","","2,42%"
"01.06.2020","1.247,61","1.240,08","1.253,91","1.233,73","","2,28%"
"29.05.2020","1.219,76","1.236,36","1.236,36","1.210,07","","-1,77%"
"28.05.2020","1.241,77","1.219,22","1.241,77","1.211,85","","2,44%"
"27.05.2020","1.212,20","1.222,91","1.234,83","1.197,78","","-1,04%"
"26.05.2020","1.224,99","1.220,59","1.243,96","1.220,45","","0,95%"
"25.05.2020","1.213,41","1.195,96","1.213,41","1.195,96","","2,10%"
"22.05.2020","1.188,47","1.194,86","1.198,26","1.174,86","","-1,48%"
"21.05.2020","1.206,28","1.226,09","1.243,27","1.196,21","","-1,57%"
"20.05.2020","1.225,47","1.176,02","1.225,47","1.173,70","","4,10%"
"19.05.2020","1.177,24","1.171,43","1.183,77","1.168,04","","0,80%"
"18.05.2020","1.167,88","1.122,71","1.167,95","1.122,71","","5,45%"
"15.05.2020","1.107,49","1.121,47","1.134,34","1.107,49","","0,41%"
"14.05.2020","1.102,98","1.106,25","1.113,94","1.086,36","","-0,67%"
"13.05.2020","1.110,37","1.124,29","1.132,75","1.110,37","","-2,37%"
"12.05.2020","1.137,28","1.130,71","1.143,65","1.123,16","","0,08%"
"08.05.2020","1.136,34","1.125,66","1.140,01","1.116,25","","0,88%"
"07.05.2020","1.126,48","1.112,34","1.138,22","1.111,73","","1,35%"
"06.05.2020","1.111,43","1.135,74","1.139,51","1.106,06","","-1,92%"
"05.05.2020","1.133,16","1.117,00","1.135,40","1.115,99","","3,07%"
"04.05.2020","1.099,42","1.111,28","1.111,28","1.080,63","","-2,28%"
"30.04.2020","1.125,03","1.157,93","1.169,88","1.121,78","","-1,71%"
"29.04.2020","1.144,64","1.117,72","1.147,97","1.113,89","","3,16%"
"28.04.2020","1.109,60","1.085,86","1.125,88","1.081,09","","2,39%"
"27.04.2020","1.083,68","1.086,06","1.099,38","1.081,49","","0,22%"
"24.04.2020","1.081,32","1.090,46","1.103,77","1.074,06","","-1,67%"
"23.04.2020","1.099,67","1.079,15","1.110,40","1.071,34","","3,16%"
"22.04.2020","1.066,01","1.011,38","1.071,80","1.006,96","","5,32%"
"21.04.2020","1.012,15","1.037,69","1.037,89","991,49","","-5,26%"
"20.04.2020","1.068,32","1.075,22","1.079,75","1.055,71","","-0,96%"
"17.04.2020","1.078,69","1.083,27","1.092,54","1.068,93","","1,10%"
"16.04.2020","1.066,91","1.057,13","1.087,80","1.036,95","","1,91%"
"15.04.2020","1.046,88","1.129,49","1.129,49","1.045,13","","-7,62%"
"14.04.2020","1.133,23","1.133,95","1.151,65","1.127,19","","0,73%"
"13.04.2020","1.124,97","1.142,90","1.148,58","1.118,87","","-1,50%"
"10.04.2020","1.142,07","1.136,22","1.148,60","1.127,84","","-1,16%"
"09.04.2020","1.155,49","1.132,27","1.170,27","1.119,82","","3,67%"
"08.04.2020","1.114,60","1.091,53","1.114,60","1.083,50","","1,35%"
"07.04.2020","1.099,76","1.097,82","1.122,88","1.087,08","","1,51%"
"06.04.2020","1.083,43","1.069,66","1.090,81","1.059,31","","3,20%"
"03.04.2020","1.049,88","1.038,92","1.070,42","1.030,64","","1,53%"
"02.04.2020","1.034,06","1.011,80","1.038,20","983,63","","4,69%"
"01.04.2020","987,75","990,15","995,18","977,48","","-2,63%"
"31.03.2020","1.014,44","979,27","1.014,51","979,27","","5,83%"
"30.03.2020","958,54","950,20","962,60","926,80","","0,33%"
"27.03.2020","955,34","1.013,15","1.015,89","945,28","","-6,07%"
"26.03.2020","1.017,03","986,43","1.022,02","959,31","","3,60%"
"25.03.2020","981,69","989,49","1.027,62","943,02","","1,70%"
"24.03.2020","965,32","929,89","978,23","929,89","","9,23%"
"23.03.2020","883,78","889,95","916,92","860,74","","-4,38%"
"20.03.2020","924,22","926,19","980,21","913,69","","2,39%"
"19.03.2020","902,63","831,46","908,75","808,79","","8,46%"
